Album_Popularity,Album_Name,Album_Owner,Release_Date,Song_Name,Track_Nr,Duration_Mins,Track_Id,Track_Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Artists
75,Coloring Book,Chance the Rapper,2016-05-27,Summer Friends (feat. Jeremih & Francis & The Lights),3,4.84,2fl0B0OaXjWbjHCQFx2O8W,59,0.693,0.426,8,-12.476,1,0.302,0.675,1.03e-05,0.115,0.477,144.796,"['Chance the Rapper', 'Jeremih', 'Francis and the Lights']"
75,Coloring Book,Chance the Rapper,2016-05-27,D.R.A.M. Sings Special,4,1.69,6VndlbaMjAscnEeqrVkMN2,49,0.404,0.206,3,-12.841,1,0.0409,0.939,0.075,0.138,0.214,148.005,['Chance the Rapper']
75,Coloring Book,Chance the Rapper,2016-05-27,Blessings (feat. Jamila Woods),5,3.7,2VQc9orzwE6a5qFfy54P6e,58,0.714,0.343,10,-7.641,1,0.38,0.723,5.48e-06,0.102,0.372,72.348,"['Chance the Rapper', 'Jamila Woods']"
75,Coloring Book,Chance the Rapper,2016-05-27,Same Drugs,6,4.3,6m9qPYXmhge2QhBLfFKnVF,65,0.461,0.293,6,-9.52,1,0.0555,0.947,9.95e-06,0.0936,0.531,180.297,['Chance the Rapper']
75,Coloring Book,Chance the Rapper,2016-05-27,Mixtape (feat. Young Thug & Lil Yachty),7,4.88,0WCbhE2evMrIwRM0DlMy9k,54,0.838,0.43,1,-5.868,1,0.281,0.0498,1.59e-05,0.0977,0.126,126.981,"['Chance the Rapper', 'Young Thug', 'Lil Yachty']"
75,Coloring Book,Chance the Rapper,2016-05-27,Angels (feat. Saba),8,3.44,0jx8zY5JQsS4YEQcfkoc5C,61,0.771,0.647,5,-5.127,0,0.376,0.294,0.0,0.37,0.678,155.914,"['Chance the Rapper', 'Saba']"
75,Coloring Book,Chance the Rapper,2016-05-27,Juke Jam (feat. Justin Bieber & Towkio),9,3.66,3eze1OsZ1rqeXkKStNfTmi,67,0.505,0.397,5,-9.349,1,0.324,0.716,0.0,0.0853,0.558,95.063,"['Chance the Rapper', 'Justin Bieber', 'Towkio']"
75,Coloring Book,Chance the Rapper,2016-05-27,All Night (feat. Knox Fortune),10,2.36,60xaS8mYBKUW4VQQ666N0T,67,0.704,0.777,2,-5.729,1,0.195,0.0358,0.0,0.151,0.392,111.921,"['Chance the Rapper', 'Knox Fortune']"
75,Coloring Book,Chance the Rapper,2016-05-27,How Great (feat. Jay Electronica & My cousin Nicole),11,5.62,0OT0cCKbSmSMRvyWeqEFBq,52,0.439,0.483,2,-9.449,1,0.315,0.477,0.0,0.553,0.292,78.442,"['Chance the Rapper', 'Jay Electronica', 'My cousin Nicole']"
75,Coloring Book,Chance the Rapper,2016-05-27,Smoke Break (feat. Future),12,3.77,1Uq3IOIy1CUlHUgP6vWpum,62,0.705,0.453,3,-8.174,1,0.196,0.257,0.0,0.143,0.283,124.942,"['Chance the Rapper', 'Future']"
75,Coloring Book,Chance the Rapper,2016-05-27,"Finish Line / Drown (feat. T-Pain, Kirk Franklin, Eryn Allen Kane & Noname)",13,6.78,2AgnbuzvnfPvq1sAYNB4pj,57,0.456,0.609,7,-6.439,0,0.377,0.617,0.0,0.0724,0.41,86.368,"['Chance the Rapper', 'T-Pain', 'Kirk Franklin', 'Eryn Allen Kane', 'Noname']"
75,Coloring Book,Chance the Rapper,2016-05-27,"Blessings (feat. Ty Dolla $ign, Anderson .Paak, BJ The Chicago Kid, Raury & Jamila Woods)",14,3.83,5IdQEHgtmj9th3OkfQKhf8,56,0.381,0.462,8,-8.014,1,0.124,0.891,0.0,0.199,0.542,80.08,"['Chance the Rapper', 'Ty Dolla $ign', 'Anderson .Paak', 'BJ The Chicago Kid', 'Raury']"
62,Run The Jewels 3,Run The Jewels,2016-12-25,Down (feat. Joi),1,3.49,49gEUZk40WaBiw3dWycbqQ,47,0.601,0.608,10,-8.12,1,0.19,0.286,0.000863,0.347,0.171,146.994,"['Run The Jewels', 'Joi']"
62,Run The Jewels 3,Run The Jewels,2016-12-25,Talk to Me,2,2.52,101KS2AYeWa98ltX4ewE7h,50,0.705,0.71,11,-6.457,0,0.197,0.041,2.65e-06,0.334,0.711,127.112,['Run The Jewels']
62,Run The Jewels 3,Run The Jewels,2016-12-25,Legend Has It,3,3.43,7satW8tFLasyZbftvrWFBP,61,0.827,0.575,7,-6.769,1,0.253,0.0243,0.0,0.0942,0.467,120.97,['Run The Jewels']
62,Run The Jewels 3,Run The Jewels,2016-12-25,Call Ticketron,4,3.31,0y1mw940RjaXJ55VXFoAbM,52,0.83,0.659,7,-9.635,1,0.26,0.102,0.000355,0.153,0.518,120.018,['Run The Jewels']
62,Run The Jewels 3,Run The Jewels,2016-12-25,Hey Kids (Bumaye) [feat. Danny Brown],5,3.2,3nFvk4ImJMCgdpSlRSblHn,46,0.77,0.708,9,-7.827,0,0.303,0.0163,0.0,0.268,0.763,136.075,"['Run The Jewels', 'Danny Brown']"
62,Run The Jewels 3,Run The Jewels,2016-12-25,Stay Gold,6,3.46,6e82jU1mqJlfPz8OX52kyy,43,0.779,0.582,1,-7.119,1,0.379,0.124,0.0,0.148,0.743,143.728,['Run The Jewels']
62,Run The Jewels 3,Run The Jewels,2016-12-25,Don't Get Captured,7,3.2,4geKqZSxZdEsCUnMVhSThr,46,0.761,0.579,1,-7.066,1,0.117,0.0126,7.1e-06,0.549,0.226,131.042,['Run The Jewels']
62,Run The Jewels 3,Run The Jewels,2016-12-25,Thieves! (Screamed the Ghost) [feat. Tunde Adebimpe],8,4.04,6ERKmHlROzY2gaZTDOjAuI,42,0.55,0.704,8,-8.368,1,0.363,0.0615,6.45e-05,0.357,0.266,120.191,"['Run The Jewels', 'Tunde Adebimpe']"
62,Run The Jewels 3,Run The Jewels,2016-12-25,2100 (feat. BOOTS),9,4.02,3Fp7Qr0m39P7t8loxyZoog,43,0.684,0.801,0,-5.846,0,0.0441,0.0256,3.78e-06,0.0948,0.115,97.504,"['Run The Jewels', 'BOOTS']"
62,Run The Jewels 3,Run The Jewels,2016-12-25,Panther Like a Panther (Miracle Mix) [feat. Trina],10,3.69,2c9ZkNtBxIbyetjR3ctuBn,47,0.682,0.739,5,-6.459,1,0.287,0.0722,0.0,0.0798,0.752,163.839,"['Run The Jewels', 'Trina']"
62,Run The Jewels 3,Run The Jewels,2016-12-25,Everybody Stay Calm,11,2.98,5hh71622yE3zAgItucuLIE,42,0.782,0.684,6,-7.668,0,0.274,0.325,7.25e-05,0.254,0.378,108.999,['Run The Jewels']
62,Run The Jewels 3,Run The Jewels,2016-12-25,Oh Mama,12,3.61,6zPMDkXlw0BSKSdY0Ci1Uk,52,0.635,0.518,9,-7.478,1,0.217,0.102,4.04e-05,0.357,0.302,75.991,['Run The Jewels']
62,Run The Jewels 3,Run The Jewels,2016-12-25,Thursday in the Danger Room (feat. Kamasi Washington),13,4.38,5rH44jGz4N5csNuMPwgMoF,44,0.528,0.782,1,-7.528,1,0.217,0.237,2.4e-06,0.453,0.198,62.999,"['Run The Jewels', 'Kamasi Washington']"
62,Run The Jewels 3,Run The Jewels,2016-12-25,A Report to the Shareholders / Kill Your Masters,14,6.25,7cXFQxnCKlTWdn1vow1v55,45,0.455,0.827,6,-6.507,0,0.213,0.0102,9.67e-06,0.132,0.291,155.967,['Run The Jewels']
47,Let Them Eat Chaos,Kae Tempest,2016-10-07,Picture A Vacuum,1,2.78,68fCuS9bx6BvFf5c9eloc0,29,0.66,0.217,0,-15.714,1,0.717,0.842,0.000129,0.0951,0.564,131.846,['Kae Tempest']
47,Let Them Eat Chaos,Kae Tempest,2016-10-07,Lionmouth Door Knocker,2,2.74,1AHSlfEi7n9xBxGc6xM7J2,34,0.819,0.667,10,-8.646,0,0.145,0.162,0.0198,0.192,0.798,89.004,['Kae Tempest']
47,Let Them Eat Chaos,Kae Tempest,2016-10-07,Ketamine For Breakfast,3,3.17,0nazrxD9bXZaggb8QQOME8,36,0.565,0.585,1,-6.494,1,0.0977,0.154,3.16e-06,0.0891,0.431,90.078,['Kae Tempest']
47,Let Them Eat Chaos,Kae Tempest,2016-10-07,Europe Is Lost,4,5.52,3I5vi9XbNrEsPdhcJhlfgY,46,0.737,0.558,1,-9.814,1,0.326,0.394,0.021,0.111,0.525,98.546,['Kae Tempest']
47,Let Them Eat Chaos,Kae Tempest,2016-10-07,We Die,5,3.4,08IwJsDoPsISxCrqx4QSIM,31,0.902,0.296,1,-7.777,0,0.366,0.718,3.45e-05,0.096,0.582,94.038,['Kae Tempest']
47,Let Them Eat Chaos,Kae Tempest,2016-10-07,Whoops,6,3.64,6RvcjkQyN865kd3oXP6Eew,31,0.813,0.674,7,-6.351,1,0.409,0.104,0.0,0.309,0.498,115.483,['Kae Tempest']
47,Let Them Eat Chaos,Kae Tempest,2016-10-07,Brews,7,0.8,0AYlB7frxhAAn2ndifEsKn,26,0.671,0.459,1,-16.187,1,0.703,0.807,3.08e-06,0.109,0.484,130.088,['Kae Tempest']
47,Let Them Eat Chaos,Kae Tempest,2016-10-07,Don't Fall In,8,2.85,7kYhCXmxcybrfhVQJVzSyw,33,0.826,0.71,7,-7.159,1,0.284,0.509,1.69e-06,0.177,0.67,97.017,['Kae Tempest']
47,Let Them Eat Chaos,Kae Tempest,2016-10-07,Pictures On A Screen,9,5.09,4sX1VjFGqk7si1P3RMp4f5,30,0.599,0.513,7,-11.513,0,0.151,0.935,0.0498,0.109,0.11,118.323,['Kae Tempest']
47,Let Them Eat Chaos,Kae Tempest,2016-10-07,Perfect Coffee,10,5.53,4JY4ziWfBka6mHjTsJCLTn,32,0.824,0.532,7,-10.129,1,0.155,0.455,0.058,0.255,0.54,92.996,['Kae Tempest']
47,Let Them Eat Chaos,Kae Tempest,2016-10-07,Grubby,11,4.12,6M9yLNzxf6bzHsYoLIrNI1,26,0.792,0.705,2,-9.05,1,0.0522,0.109,0.0025,0.124,0.431,118.016,['Kae Tempest']
47,Let Them Eat Chaos,Kae Tempest,2016-10-07,Breaks,12,2.71,7C1FUs3Ga6vpkzfOPIXaPe,26,0.62,0.27,11,-12.158,1,0.447,0.87,0.0,0.116,0.189,126.522,['Kae Tempest']
47,Let Them Eat Chaos,Kae Tempest,2016-10-07,Tunnel Vision,13,5.25,16TO5IC5ykf3i6aNrIYYrk,37,0.793,0.517,10,-8.067,0,0.228,0.511,0.00595,0.108,0.156,97.133,['Kae Tempest']
67,untitled unmastered.,Kendrick Lamar,2016-03-04,untitled 01 | 08.19.2014.,1,4.13,6OkOFxU6j0UufR97VgSnS7,51,0.57,0.584,2,-11.708,1,0.405,0.321,0.0,0.0868,0.107,102.19,['Kendrick Lamar']
67,untitled unmastered.,Kendrick Lamar,2016-03-04,untitled 02 | 06.23.2014.,2,4.31,3I0FBDc1c1BLNtXWKVjmFg,66,0.667,0.508,5,-10.337,1,0.451,0.341,0.0,0.644,0.093,89.436,['Kendrick Lamar']
67,untitled unmastered.,Kendrick Lamar,2016-03-04,untitled 03 | 05.28.2013.,3,2.57,2fgAJeky8Cpsr8Cfvn2NVp,56,0.813,0.549,5,-12.427,0,0.269,0.608,1e-06,0.129,0.562,103.914,['Kendrick Lamar']
67,untitled unmastered.,Kendrick Lamar,2016-03-04,untitled 04 | 08.14.2014.,4,1.83,1U13SSgDOxK98L1FTWYrjQ,51,0.512,0.128,4,-21.49,0,0.252,0.864,0.0,0.512,0.219,103.056,['Kendrick Lamar']
67,untitled unmastered.,Kendrick Lamar,2016-03-04,untitled 05 | 09.21.2014.,5,5.64,3V8vWoCbKbfjNrPaQ4YtSg,55,0.461,0.62,0,-9.822,1,0.496,0.321,0.0,0.151,0.422,153.941,['Kendrick Lamar']
67,untitled unmastered.,Kendrick Lamar,2016-03-04,untitled 06 | 06.30.2014.,6,3.47,4M2t7bP4Mq87mGMn0PObUX,56,0.669,0.541,4,-11.291,0,0.0461,0.0992,7.69e-06,0.254,0.645,89.083,['Kendrick Lamar']
67,untitled unmastered.,Kendrick Lamar,2016-03-04,untitled 07 | 2014 - 2016,7,8.27,40IQooNkPRVtn4zlE3ZFpA,60,0.567,0.463,6,-11.669,0,0.504,0.732,0.0,0.709,0.324,126.982,['Kendrick Lamar']
67,untitled unmastered.,Kendrick Lamar,2016-03-04,untitled 08 | 09.06.2014.,8,3.93,5bBUDJUfGcG7eFy3Bf4fXv,61,0.85,0.524,11,-9.375,0,0.204,0.25,2.46e-06,0.114,0.686,120.004,['Kendrick Lamar']
61,Atrocity Exhibition,Danny Brown,2016-09-27,Downward Spiral,1,2.87,6iWbJdNf6Fl9y298RDZfrc,44,0.558,0.699,0,-5.853,1,0.108,0.409,1.44e-05,0.21,0.181,76.927,['Danny Brown']
61,Atrocity Exhibition,Danny Brown,2016-09-27,Tell Me What I Don't Know,2,2.53,3yM8iyra4fkuyf0H5RFHuE,47,0.481,0.821,2,-7.745,1,0.339,0.433,0.0,0.134,0.107,110.372,['Danny Brown']
61,Atrocity Exhibition,Danny Brown,2016-09-27,Rolling Stone,3,3.8,1LUyHPbfI0EXbMkvHR0PNX,44,0.753,0.47,2,-6.095,1,0.0505,0.178,0.0,0.0712,0.517,143.092,"['Danny Brown', 'Petite Noir']"
61,Atrocity Exhibition,Danny Brown,2016-09-27,Really Doe,4,5.32,6dHatCnuOb1TdBIeJTK3Y0,60,0.692,0.983,1,-3.469,1,0.29,0.0417,0.0,0.21,0.792,75.992,"['Danny Brown', 'Kendrick Lamar', 'Ab-Soul', 'Earl Sweatshirt']"
61,Atrocity Exhibition,Danny Brown,2016-09-27,Lost,5,2.12,1IIWODSnr5MIIwpdHyX10P,45,0.503,0.791,7,-4.329,1,0.322,0.476,0.0,0.362,0.748,84.432,['Danny Brown']
61,Atrocity Exhibition,Danny Brown,2016-09-27,Ain't it Funny,6,2.95,7ItFoQDmQIh3MAPsxiP6Vt,59,0.483,0.841,5,-5.115,0,0.0964,0.0108,2.71e-06,0.382,0.204,114.382,['Danny Brown']
61,Atrocity Exhibition,Danny Brown,2016-09-27,Golddust,7,2.4,6iMo7yzmXqMC57FOHOSotz,42,0.612,0.811,6,-6.273,0,0.102,0.0383,0.00019,0.286,0.751,124.281,['Danny Brown']
61,Atrocity Exhibition,Danny Brown,2016-09-27,White Lines,8,2.4,3fqfuK6PQITWU0fCKfo31d,42,0.407,0.858,1,-4.961,1,0.298,0.214,0.0206,0.142,0.468,154.423,['Danny Brown']
61,Atrocity Exhibition,Danny Brown,2016-09-27,Pneumonia,9,3.66,6l2Q1Jb5c2VycqDEzp5ZlJ,44,0.795,0.88,9,-4.694,1,0.228,0.26,1.81e-05,0.381,0.547,139.969,['Danny Brown']
61,Atrocity Exhibition,Danny Brown,2016-09-27,Dance In The Water,10,2.63,2kmpyKQjVw5UOcVlmkxnYY,42,0.603,0.866,3,-4.293,0,0.192,0.00295,0.0,0.191,0.79,127.075,['Danny Brown']
61,Atrocity Exhibition,Danny Brown,2016-09-27,From The Ground,11,2.32,4Hg2p5WhkmqAPASAGaZ7YA,39,0.547,0.664,10,-10.58,0,0.254,0.467,0.0,0.395,0.607,101.937,"['Danny Brown', 'Kelela']"
61,Atrocity Exhibition,Danny Brown,2016-09-27,When It Rain,12,3.27,2DGbSEkVncvcUJzFYN0V9y,45,0.737,0.881,1,-5.268,0,0.177,0.0758,0.0,0.143,0.419,148.439,['Danny Brown']
61,Atrocity Exhibition,Danny Brown,2016-09-27,Today,13,3.13,7kTxncRUYhC8PC1v70moeN,39,0.736,0.575,2,-8.609,1,0.284,0.0198,0.0,0.108,0.098,139.814,['Danny Brown']
61,Atrocity Exhibition,Danny Brown,2016-09-27,Get Hi,14,3.56,7kKEXvq4NQ9OatQs906MGV,39,0.518,0.487,0,-10.138,1,0.0803,0.452,0.0,0.108,0.315,142.72,"['Danny Brown', 'B-Real']"
61,Atrocity Exhibition,Danny Brown,2016-09-27,Hell For It,15,3.83,0Sxs6lEQ9FuE9i02bfh2z3,38,0.701,0.688,7,-7.628,1,0.269,0.0856,9.27e-06,0.108,0.545,83.781,['Danny Brown']
63,Malibu,Anderson .Paak,2016-01-15,The Bird,1,3.63,1l5B9wkjOW9718ZfhepOCd,52,0.488,0.645,11,-7.226,1,0.421,0.0838,0.000355,0.154,0.595,148.733,['Anderson .Paak']
63,Malibu,Anderson .Paak,2016-01-15,Heart Don't Stand a Chance,2,5.21,5dnAki4SIAcedhAPdF5l2h,54,0.685,0.545,7,-6.189,1,0.061,0.173,1.44e-05,0.237,0.506,94.061,['Anderson .Paak']
63,Malibu,Anderson .Paak,2016-01-15,The Waters,3,2.9,6XBzkHEjJKr3US1IH9Su1g,48,0.671,0.678,10,-6.171,0,0.362,0.128,0.0,0.298,0.718,91.456,"['Anderson .Paak', 'BJ The Chicago Kid']"
63,Malibu,Anderson .Paak,2016-01-15,The Season/Carry Me,4,5.48,6Y9TU1WiogwHVaaWSVjRa3,45,0.387,0.726,1,-7.681,1,0.412,0.0998,0.0,0.653,0.632,78.846,['Anderson .Paak']
63,Malibu,Anderson .Paak,2016-01-15,Put Me Thru,5,2.68,06espoEuN2Ny4UqCYAVOCY,50,0.732,0.789,5,-3.717,0,0.0476,0.0459,3.11e-05,0.123,0.607,107.978,['Anderson .Paak']
63,Malibu,Anderson .Paak,2016-01-15,Am I Wrong,6,4.23,7gZzWI6yC0Wb8xLcNYoYIg,54,0.729,0.799,11,-7.378,0,0.0779,0.0588,0.00218,0.0948,0.532,115.04,"['Anderson .Paak', 'ScHoolboy Q']"
63,Malibu,Anderson .Paak,2016-01-15,Without You,7,3.32,7DpWrUnIr2vWAXztBGcoWM,43,0.626,0.916,7,-8.39,0,0.44,0.019,0.0,0.386,0.804,83.322,"['Anderson .Paak', 'Rapsody']"
63,Malibu,Anderson .Paak,2016-01-15,Parking Lot,8,3.91,5hLAvGak6o4xLKNbTmh2fp,45,0.639,0.907,9,-7.85,1,0.0409,0.0128,0.328,0.704,0.696,97.019,['Anderson .Paak']
63,Malibu,Anderson .Paak,2016-01-15,Lite Weight,9,3.44,3MANUf7LqfyIw7f9lPQf0l,45,0.655,0.855,8,-9.347,0,0.257,0.0114,0.000199,0.476,0.508,120.014,['Anderson .Paak']
63,Malibu,Anderson .Paak,2016-01-15,Room in Here,10,3.99,0Tovb9LxiQIyKxInGFw3IT,45,0.643,0.894,6,-4.765,0,0.374,0.269,4.73e-06,0.257,0.459,86.985,"['Anderson .Paak', 'The Game']"
63,Malibu,Anderson .Paak,2016-01-15,Water Fall (Interluuube),11,1.97,3eBN9CIBhnos0GOwtTGpMC,38,0.491,0.494,5,-9.585,0,0.129,0.458,0.0314,0.114,0.374,118.242,['Anderson .Paak']
63,Malibu,Anderson .Paak,2016-01-15,Your Prime,12,3.95,16Ifcry8axqVe088Z8THx7,38,0.601,0.641,8,-5.202,1,0.157,0.215,0.013,0.172,0.556,160.926,['Anderson .Paak']
63,Malibu,Anderson .Paak,2016-01-15,Come Down,13,2.94,6h5IlvRJ2ZNPloCOdzUmyW,60,0.82,0.908,10,-6.151,0,0.124,0.328,0.00155,0.296,0.919,98.381,['Anderson .Paak']
63,Malibu,Anderson .Paak,2016-01-15,Silicon Valley,14,4.08,2Ph4HPNPSuxmB29vwKJbGO,43,0.545,0.451,3,-9.166,0,0.194,0.302,0.0,0.382,0.502,115.21,['Anderson .Paak']
63,Malibu,Anderson .Paak,2016-01-15,Celebrate,15,3.77,29bFmmZdmYstqJeEOweJoI,52,0.703,0.759,0,-6.554,1,0.149,0.0484,0.0031,0.664,0.863,94.009,['Anderson .Paak']
63,Malibu,Anderson .Paak,2016-01-15,The Dreamer,16,5.67,6PpYS7LSazpIJi641HR4YL,49,0.52,0.778,9,-4.161,1,0.26,0.324,0.0,0.896,0.388,164.677,"['Anderson .Paak', 'Talib Kweli', 'Timan Choir']"
64,Still Brazy (Deluxe),YG,2016-06-17,Pops Hot Intro,1,0.25,569FxaE4ulzhgeAicU62tL,0,0.0,0.0214,4,-21.464,1,0.0,0.509,0.0,0.14,0.0,0.0,['YG']
64,Still Brazy (Deluxe),YG,2016-06-17,Don't Come To LA,2,3.59,1mQvz26F9aw3493qoH7Jas,46,0.689,0.563,0,-8.605,1,0.189,0.0208,4.3e-05,0.472,0.117,100.002,"['YG', 'Sad Boy', 'AD', 'Bricc Baby']"
64,Still Brazy (Deluxe),YG,2016-06-17,Who Shot Me?,3,3.79,45J6YuQXlM60FNPXGKbOBw,43,0.803,0.523,11,-9.611,0,0.425,0.0748,0.0,0.124,0.179,89.099,['YG']
64,Still Brazy (Deluxe),YG,2016-06-17,Word Is Bond,4,3.28,2S5BWqOxTHeFU3SrWMKIV9,42,0.842,0.55,8,-6.569,1,0.0835,0.0569,0.0,0.195,0.105,97.954,"['YG', 'Slim 400']"
64,Still Brazy (Deluxe),YG,2016-06-17,Twist My Fingaz,5,4.24,0evVIHGlp94jOUMvoQZRVD,57,0.904,0.602,10,-5.429,0,0.336,0.0133,0.0,0.14,0.529,99.011,['YG']
64,Still Brazy (Deluxe),YG,2016-06-17,Good Times Interlude,6,0.65,6jUrMhP9t33XVHCg1ZacCO,31,0.752,0.36,11,-20.521,0,0.9,0.873,0.0,0.632,0.693,109.15,"['YG', 'Syke 800', 'Duce', 'Marley Bleu', 'Burnt Out']"
64,Still Brazy (Deluxe),YG,2016-06-17,Gimmie Got Shot,7,2.77,3K0R26YFLQAoK4JQA7MRCJ,40,0.831,0.575,1,-7.992,1,0.277,0.0686,0.0,0.0807,0.523,104.123,['YG']
64,Still Brazy (Deluxe),YG,2016-06-17,I Got A Question,8,3.65,4yXLpRav9adWxNnpzUsrhe,39,0.86,0.441,10,-9.264,0,0.441,0.0168,0.0,0.0917,0.369,92.964,"['YG', 'Lil Wayne']"
64,Still Brazy (Deluxe),YG,2016-06-17,Why You Always Hatin?,9,3.28,4ezAjoV01phDz1SqO6SzEU,65,0.925,0.355,0,-9.309,0,0.55,0.0413,0.0,0.141,0.383,92.988,"['YG', 'Drake', 'Kamaiyah']"
64,Still Brazy (Deluxe),YG,2016-06-17,My Perception,10,0.23,3BjqCT1ybf5QCobFYTTKLk,0,0.0,0.136,6,-17.419,1,0.0,0.261,0.0,0.263,0.0,0.0,"['YG', 'Slim 400']"
64,Still Brazy (Deluxe),YG,2016-06-17,"Bool, Balm & Bollective",11,3.6,3Nph0DxiNM2pU2cu3bvheS,43,0.668,0.657,1,-7.778,1,0.357,0.162,0.0,0.388,0.468,95.628,['YG']
64,Still Brazy (Deluxe),YG,2016-06-17,She Wish She Was,12,3.95,4vFWITHOCiWoM9PnMXAbgY,40,0.89,0.404,1,-6.733,1,0.377,0.0111,0.0,0.183,0.0392,93.018,"['YG', 'Joe Moses', 'Jay 305']"
64,Still Brazy (Deluxe),YG,2016-06-17,YG Be Safe,13,0.07,621D3I6QDKZkN6fbFOqavI,0,0.0,0.647,10,-10.934,1,0.0,0.99,0.476,0.0,0.0,0.0,"['YG', 'The Homegirl']"
64,Still Brazy (Deluxe),YG,2016-06-17,Still Brazy,14,3.38,3ku6p6J1RrdJ9psKJMqWvi,55,0.962,0.478,1,-6.942,1,0.075,0.0478,0.0,0.161,0.232,105.939,['YG']
64,Still Brazy (Deluxe),YG,2016-06-17,FDT,15,3.78,4nxSEcO1rK0wtYswNpMH2U,53,0.808,0.51,10,-7.201,0,0.562,0.172,0.0,0.259,0.141,96.628,"['YG', 'Nipsey Hussle']"
64,Still Brazy (Deluxe),YG,2016-06-17,Blacks & Browns,16,4.17,7dVaVhR3xiXclSY6eAOtdw,41,0.848,0.582,0,-7.02,1,0.329,0.22,0.0,0.0602,0.217,92.001,"['YG', 'Sad Boy']"
64,Still Brazy (Deluxe),YG,2016-06-17,Police Get Away Wit Murder,17,3.33,532mr72sTvF5orwno3gm0a,34,0.692,0.807,10,-5.348,1,0.262,0.0329,0.0,0.14,0.407,88.011,['YG']
47,Prima Donna,Vince Staples,2016-08-25,Let It Shine,1,0.7,4mGPJXOvOMfEP045i1vERw,26,0.483,0.0441,11,-19.475,1,0.109,0.101,8.88e-06,0.484,0.73,110.233,['Vince Staples']
47,Prima Donna,Vince Staples,2016-08-25,War Ready,2,2.59,2HwqshjCe5Tuvq2s6Fx3K5,38,0.846,0.571,11,-6.557,1,0.279,0.515,0.0192,0.201,0.672,97.031,['Vince Staples']
47,Prima Donna,Vince Staples,2016-08-25,Smile,3,4.34,5SNPmbE3OcIVUlzQj9M32N,35,0.672,0.689,4,-7.307,1,0.358,0.526,2.6e-05,0.335,0.524,116.099,['Vince Staples']
47,Prima Donna,Vince Staples,2016-08-25,Loco,4,4.31,1UledP7E5IenOcwl2oZaSu,40,0.745,0.589,1,-11.242,0,0.428,0.145,2.02e-05,0.226,0.395,100.02,"['Vince Staples', 'Kilo Kish']"
47,Prima Donna,Vince Staples,2016-08-25,Prima Donna,5,3.5,1PjKowBEfdICVBaxJDPsvm,45,0.712,0.649,11,-7.507,1,0.5,0.25,5.68e-06,0.353,0.326,154.028,"['Vince Staples', 'A$AP Rocky']"
47,Prima Donna,Vince Staples,2016-08-25,Pimp Hand,6,2.83,6pNzEI9Fyf981Wr9mhJ8Bp,41,0.646,0.786,7,-6.24,1,0.27,0.109,1.67e-06,0.138,0.436,184.135,['Vince Staples']
47,Prima Donna,Vince Staples,2016-08-25,Big Time,7,3.52,69C96XLxbkGtlAwhOaz2kq,33,0.764,0.95,2,-7.482,1,0.351,0.134,2.42e-06,0.0897,0.107,140.053,['Vince Staples']
66,Konnichiwa,Skepta,2016-05-06,Konnichiwa,1,3.27,0Yo9iPwWq7sLuFgoglnTb4,51,0.788,0.592,8,-10.667,1,0.356,0.0085,6.75e-05,0.164,0.238,138.021,['Skepta']
66,Konnichiwa,Skepta,2016-05-06,Lyrics,2,2.61,5kzHkRmphRbt6ZwEmgd7RQ,48,0.596,0.719,7,-8.666,1,0.389,0.0832,0.0,0.352,0.836,138.795,"['Skepta', 'Novelist']"
66,Konnichiwa,Skepta,2016-05-06,Corn on the Curb,3,5.02,6yFCWWW4AnZaLQ4nR7nniL,45,0.576,0.641,11,-10.195,0,0.515,0.401,1.28e-06,0.138,0.387,89.389,"['Skepta', 'Wiley']"
66,Konnichiwa,Skepta,2016-05-06,Crime Riddim,4,4.6,5NucMmR6MVuWsBfW4322yw,45,0.505,0.671,9,-9.919,1,0.432,0.354,2.62e-05,0.25,0.466,161.397,['Skepta']
66,Konnichiwa,Skepta,2016-05-06,It Ain't Safe,5,3.72,26DdCbuwHRX1BgWeHQIn1C,58,0.903,0.521,1,-8.174,1,0.318,0.00799,0.0,0.119,0.761,150.018,"['Skepta', 'Young Lord']"
66,Konnichiwa,Skepta,2016-05-06,Ladies Hit Squad,6,4.66,5DddJVNEGBfUxy9Dtr45gI,49,0.6,0.589,0,-8.812,1,0.117,0.0977,0.0,0.167,0.211,124.913,"['Skepta', 'A$AP NAST', 'D Double E']"
66,Konnichiwa,Skepta,2016-05-06,Numbers,7,3.31,1BHquBolJN628btHI6X0vq,43,0.953,0.4,11,-7.963,0,0.196,0.395,0.00254,0.0943,0.259,120.057,"['Skepta', 'Pharrell Williams']"
66,Konnichiwa,Skepta,2016-05-06,Man,8,3.57,13w7sJT2Xu6AN4gGj4wGv3,56,0.744,0.758,2,-6.501,1,0.263,0.0141,1.22e-05,0.213,0.546,137.892,['Skepta']
66,Konnichiwa,Skepta,2016-05-06,Shutdown,9,3.15,44GokgCa37BTZP2NU2zkoJ,64,0.656,0.746,7,-4.716,1,0.314,0.126,0.0,0.508,0.824,104.044,['Skepta']
66,Konnichiwa,Skepta,2016-05-06,That's Not Me,10,3.1,3tTDOodJcr6vKF2DASlwMZ,61,0.827,0.854,0,-3.43,1,0.238,0.334,0.0,0.073,0.869,139.089,"['Skepta', 'Jme']"
